"k" "Time" "Sk"
1 0 1
2 0.0632911392405063 1
3 0.0759493670886076 1
4 0.0886075949367089 0.998759689922481
5 0.0886075949367089 0.998759689922481
6 0.10126582278481 0.997519379844961
7 0.658227848101266 0.997519379844961
8 0.670886075949367 0.986356589147287
9 1.56962025316456 0.986356589147287
10 1.58227848101266 0.983875968992248
11 1.58227848101266 0.983875968992248
12 1.59493670886076 0.982635658914729
13 1.60759493670886 0.982635658914729
14 1.62025316455696 0.981395348837209
15 1.77215189873418 0.981395348837209
16 1.78481012658228 0.98015503875969
17 1.78481012658228 0.98015503875969
18 1.79746835443038 0.975193798449612
19 1.79746835443038 0.975193798449612
20 1.81012658227848 0.973953488372093
21 1.81012658227848 0.973953488372093
22 1.82278481012658 0.972713178294574
23 1.82278481012658 0.972713178294574
24 1.83544303797468 0.971472868217054
25 1.83544303797468 0.971472868217054
26 1.84810126582278 0.970232558139535
27 1.86075949367089 0.970232558139535
28 1.87341772151899 0.967751937984496
29 1.87341772151899 0.967751937984496
30 1.88607594936709 0.966511627906977
31 1.88607594936709 0.966511627906977
32 1.89873417721519 0.964031007751938
33 1.89873417721519 0.964031007751938
34 1.91139240506329 0.962790697674419
35 1.92405063291139 0.962790697674419
36 1.93670886075949 0.961550387596899
37 1.93670886075949 0.961550387596899
38 1.94936708860759 0.942945736434109
39 5.35443037974684 0.942945736434109
40 5.36708860759494 0.937984496124031
41 5.36708860759494 0.937984496124031
42 5.37974683544304 0.930542635658915
43 11.0632911392405 0.930542635658915
44 11.0759493670886 0.915658914728682
45 11.0759493670886 0.915658914728682
46 11.0886075949367 0.914418604651163
47 11.0886075949367 0.914418604651163
48 11.1012658227848 0.913178294573643
49 11.1012658227848 0.913178294573643
50 11.1139240506329 0.911937984496124
51 11.1139240506329 0.911937984496124
52 11.126582278481 0.910697674418605
53 11.1392405063291 0.910697674418605
54 11.1518987341772 0.909457364341085
55 16.5316455696203 0.909457364341085
56 16.5443037974684 0.903255813953488
57 16.5443037974684 0.903255813953488
58 16.5569620253165 0.89953488372093
59 16.5569620253165 0.89953488372093
60 16.5696202531646 0.898294573643411
61 16.5822784810127 0.898294573643411
62 16.5949367088608 0.897054263565891
63 16.5949367088608 0.897054263565891
64 16.6075949367089 0.895813953488372
65 16.6075949367089 0.895813953488372
66 16.620253164557 0.894573643410853
67 16.620253164557 0.894573643410853
68 16.6329113924051 0.893333333333333
69 16.6329113924051 0.893333333333333
70 16.6455696202532 0.892093023255814
71 16.6455696202532 0.892093023255814
72 16.6582278481013 0.890852713178295
73 16.6582278481013 0.890852713178295
74 16.6708860759494 0.889612403100775
75 16.6708860759494 0.889612403100775
76 16.6835443037975 0.885891472868217
77 16.6835443037975 0.885891472868217
78 16.6962025316456 0.884651162790698
79 17.4683544303797 0.884651162790698
80 17.4810126582278 0.877209302325581
81 17.4810126582278 0.877209302325581
82 17.493670886076 0.853643410852713
83 27.2151898734177 0.853643410852713
84 27.2278481012658 0.784186046511628
85 27.2278481012658 0.784186046511628
86 27.2405063291139 0.782945736434109
87 27.3291139240506 0.782945736434109
88 27.3417721518987 0.777984496124031
89 27.3417721518987 0.777984496124031
90 27.3544303797468 0.775503875968992
91 27.3670886075949 0.775503875968992
92 27.379746835443 0.774263565891473
93 35.0632911392405 0.774263565891473
94 35.0759493670886 0.773023255813954
95 35.0759493670886 0.773023255813954
96 35.0886075949367 0.769302325581395
97 35.1772151898734 0.769302325581395
98 35.1898734177215 0.768062015503876
99 35.1898734177215 0.768062015503876
100 35.2025316455696 0.764341085271318
101 35.2025316455696 0.764341085271318
102 35.2151898734177 0.761860465116279
103 35.253164556962 0.761860465116279
