"time"	"n.risk"	"n.event"	"n.censored"
0	73	0	0
0.0175438596491228	73	0	0
0.0350877192982456	73	0	0
0.0350877192982456	73	0	0
0.0526315789473684	73	0	1
0.684210526315789	72	0	0
0.701754385964912	72	2	1
1.70175438596491	69	0	0
1.71929824561404	69	0	0
1.71929824561404	69	0	0
1.73684210526316	69	0	0
1.73684210526316	69	0	0
1.75438596491228	69	0	0
1.75438596491228	69	0	0
1.7719298245614	69	0	0
1.7719298245614	69	0	0
1.78947368421053	69	1	0
1.78947368421053	68	0	0
1.80701754385965	68	0	0
1.80701754385965	68	0	0
1.82456140350877	68	0	0
1.82456140350877	68	0	0
1.84210526315789	68	0	0
1.84210526315789	68	0	0
1.85964912280702	68	0	0
1.85964912280702	68	0	0
1.87719298245614	68	0	0
1.87719298245614	68	0	0
1.89473684210526	68	1	0
1.89473684210526	67	0	0
1.91228070175439	67	0	0
1.91228070175439	67	0	0
1.92982456140351	67	0	0
1.92982456140351	67	0	0
1.94736842105263	67	0	0
1.94736842105263	67	0	0
1.96491228070175	67	0	0
1.96491228070175	67	0	0
1.98245614035088	67	0	0
1.98245614035088	67	0	0
2	67	1	0
2	66	0	0
2.01754385964912	66	0	0
2.01754385964912	66	0	0
2.03508771929825	66	0	0
2.03508771929825	66	0	0
2.05263157894737	66	0	0
2.05263157894737	66	0	0
2.07017543859649	66	0	0
2.07017543859649	66	0	0
2.08771929824561	66	0	0
2.08771929824561	66	0	0
2.10526315789474	66	0	0
3.66666666666667	66	0	0
3.68421052631579	66	1	0
3.68421052631579	65	0	0
3.70175438596491	65	0	0
3.73684210526316	65	0	0
3.75438596491228	65	1	0
3.75438596491228	64	0	0
3.7719298245614	64	0	0
5.35087719298246	64	0	0
5.36842105263158	64	1	0
5.36842105263158	63	0	0
5.3859649122807	63	0	0
5.73684210526316	63	0	0
5.75438596491228	63	1	0
5.75438596491228	62	0	0
5.7719298245614	62	0	0
6.59649122807017	62	0	0
6.6140350877193	62	1	0
6.6140350877193	61	0	0
6.63157894736842	61	0	3
7.6140350877193	58	0	0
7.63157894736842	58	1	0
7.63157894736842	57	0	0
7.64912280701754	57	1	0
7.64912280701754	56	0	1
7.66666666666667	55	0	0
7.66666666666667	55	0	0
7.68421052631579	55	0	0
7.71929824561403	55	0	0
7.73684210526316	55	0	0
7.8421052631579	55	0	0
7.85964912280702	55	2	0
7.85964912280702	53	0	0
7.87719298245614	53	0	4
9	49	0	0
9.01754385964912	49	2	0
9.01754385964912	47	0	0
9.03508771929824	47	1	0
9.03508771929824	46	0	0
9.05263157894737	46	0	0
9.05263157894737	46	0	0
9.07017543859649	46	0	0
9.07017543859649	46	0	0
9.08771929824561	46	0	0
9.10526315789474	46	0	0
9.12280701754386	46	0	0
9.12280701754386	46	0	0
9.14035087719298	46	0	0
9.14035087719298	46	0	0
9.1578947368421	46	0	0
9.19298245614035	46	0	0
9.21052631578947	46	0	0
9.2280701754386	46	0	0
9.24561403508772	46	1	5
10.859649122807	40	0	0
10.8771929824561	40	0	0
10.8771929824561	40	0	0
10.8947368421053	40	0	0
10.8947368421053	40	0	0
10.9122807017544	40	0	0
10.9122807017544	40	0	0
10.9298245614035	40	0	0
10.9298245614035	40	0	0
10.9473684210526	40	1	0
10.9473684210526	39	0	0
10.9649122807018	39	0	0
10.9824561403509	39	0	0
11	39	0	0
11	39	0	0
11.0175438596491	39	0	0
11.0175438596491	39	0	0
