"k" "Time" "Sk"
1 0 1
2 0.736842105263158 1
3 0.754385964912281 1
4 0.771929824561403 0.998684210526316
5 0.771929824561403 0.998684210526316
6 0.789473684210526 0.997368421052632
7 0.789473684210526 0.997368421052632
8 0.807017543859649 0.996052631578947
9 0.87719298245614 0.996052631578947
10 0.894736842105263 0.993421052631579
11 0.894736842105263 0.993421052631579
12 0.912280701754386 0.992105263157895
13 1.40350877192982 0.992105263157895
14 1.42105263157895 0.99078947368421
15 1.56140350877193 0.99078947368421
16 1.57894736842105 0.989473684210526
17 1.57894736842105 0.989473684210526
18 1.59649122807018 0.988157894736842
19 1.59649122807018 0.988157894736842
20 1.6140350877193 0.986842105263158
21 1.6140350877193 0.986842105263158
22 1.63157894736842 0.982894736842105
23 1.70175438596491 0.982894736842105
24 1.71929824561404 0.943421052631579
25 1.73684210526316 0.943421052631579
26 1.75438596491228 0.942105263157895
27 1.75438596491228 0.942105263157895
28 1.7719298245614 0.939473684210526
29 1.7719298245614 0.939473684210526
30 1.78947368421053 0.927631578947368
31 1.78947368421053 0.927631578947368
32 1.80701754385965 0.922368421052632
33 1.82456140350877 0.922368421052632
34 1.84210526315789 0.921052631578947
35 1.87719298245614 0.921052631578947
36 1.89473684210526 0.906578947368421
37 1.89473684210526 0.906578947368421
38 1.91228070175439 0.905263157894737
39 1.91228070175439 0.905263157894737
40 1.92982456140351 0.903947368421053
41 1.96491228070175 0.903947368421053
42 1.98245614035088 0.810526315789474
43 2 0.810526315789474
44 2.01754385964912 0.801315789473684
45 2.3859649122807 0.801315789473684
46 2.40350877192982 0.797368421052632
47 2.43859649122807 0.797368421052632
48 2.45614035087719 0.796052631578947
49 2.45614035087719 0.796052631578947
50 2.47368421052632 0.794736842105263
51 2.47368421052632 0.794736842105263
52 2.49122807017544 0.777631578947368
53 2.49122807017544 0.777631578947368
54 2.50877192982456 0.775
55 2.50877192982456 0.775
56 2.52631578947368 0.773684210526316
57 2.52631578947368 0.773684210526316
58 2.54385964912281 0.771052631578947
59 2.54385964912281 0.771052631578947
60 2.56140350877193 0.769736842105263
61 2.80701754385965 0.769736842105263
62 2.82456140350877 0.767105263157895
63 2.8421052631579 0.767105263157895
64 2.85964912280702 0.76578947368421
65 2.85964912280702 0.76578947368421
66 2.87719298245614 0.764473684210526
67 2.89473684210526 0.764473684210526
68 2.91228070175439 0.718421052631579
69 2.91228070175439 0.718421052631579
70 2.92982456140351 0.711842105263158
71 2.96491228070175 0.711842105263158
72 2.98245614035088 0.710526315789474
73 2.98245614035088 0.710526315789474
74 3 0.70921052631579
75 3 0.70921052631579
76 3.01754385964912 0.705263157894737
77 3.47368421052632 0.705263157894737
78 3.49122807017544 0.702631578947368
79 3.52631578947368 0.702631578947368
80 3.54385964912281 0.701315789473684
81 3.54385964912281 0.701315789473684
82 3.56140350877193 0.698684210526316
83 3.57894736842105 0.698684210526316
84 3.59649122807018 0.694736842105263
85 3.59649122807018 0.694736842105263
86 3.6140350877193 0.693421052631579
87 3.64912280701754 0.693421052631579
88 3.66666666666667 0.672368421052632
89 3.66666666666667 0.672368421052632
90 3.68421052631579 0.671052631578947
91 3.68421052631579 0.671052631578947
92 3.70175438596491 0.668421052631579
93 3.71929824561404 0.668421052631579
94 3.73684210526316 0.667105263157895
95 3.92982456140351 0.667105263157895
96 3.94736842105263 0.661842105263158
97 3.96491228070175 0.661842105263158
98 3.98245614035088 0.65921052631579
99 4.01754385964912 0.65921052631579
100 4.03508771929825 0.647368421052632
101 4.03508771929825 0.647368421052632
102 4.05263157894737 0.64078947368421
103 4.08771929824561 0.64078947368421
104 4.10526315789474 0.639473684210526
105 4.12280701754386 0.639473684210526
106 4.14035087719298 0.63421052631579
107 4.92982456140351 0.63421052631579
108 4.94736842105263 0.632894736842105
109 5.05263157894737 0.632894736842105
110 5.07017543859649 0.631578947368421
111 5.07017543859649 0.631578947368421
112 5.08771929824561 0.623684210526316
113 5.14035087719298 0.623684210526316
114 5.1578947368421 0.622368421052632
115 5.1578947368421 0.622368421052632
116 5.17543859649123 0.602631578947368
117 5.17543859649123 0.602631578947368
118 5.19298245614035 0.6
119 5.19298245614035 0.6
120 5.21052631578947 0.598684210526316
121 5.75438596491228 0.598684210526316
122 5.7719298245614 0.597368421052632
123 5.82456140350877 0.597368421052632
124 5.8421052631579 0.596052631578947
125 5.8421052631579 0.596052631578947
126 5.85964912280702 0.571052631578947
127 5.85964912280702 0.571052631578947
128 5.87719298245614 0.569736842105263
129 5.91228070175439 0.569736842105263
130 5.92982456140351 0.568421052631579
131 5.94736842105263 0.568421052631579
132 5.96491228070175 0.56578947368421
133 5.96491228070175 0.56578947368421
134 5.98245614035088 0.563157894736842
135 7.12280701754386 0.563157894736842
136 7.14035087719298 0.561842105263158
137 7.17543859649123 0.561842105263158
138 7.19298245614035 0.560526315789474
139 7.2280701754386 0.560526315789474
140 7.24561403508772 0.55921052631579
141 7.26315789473684 0.55921052631579
142 7.28070175438596 0.507894736842105
143 7.31578947368421 0.507894736842105
144 7.33333333333333 0.503947368421053
145 7.36842105263158 0.503947368421053
146 7.3859649122807 0.502631578947368
147 7.3859649122807 0.502631578947368
148 7.40350877192982 0.498684210526316
149 7.40350877192982 0.498684210526316
150 7.42105263157895 0.490789473684211
151 7.43859649122807 0.490789473684211
152 7.45614035087719 0.468421052631579
153 7.45614035087719 0.468421052631579
154 7.47368421052632 0.464473684210526
155 7.47368421052632 0.464473684210526
156 7.49122807017544 0.463157894736842
157 7.49122807017544 0.463157894736842
158 7.50877192982456 0.461842105263158
159 7.50877192982456 0.461842105263158
160 7.52631578947368 0.457894736842105
161 7.52631578947368 0.457894736842105
162 7.54385964912281 0.430263157894737
163 7.54385964912281 0.430263157894737
164 7.56140350877193 0.428947368421053
165 7.56140350877193 0.428947368421053
166 7.57894736842105 0.426315789473684
167 7.57894736842105 0.426315789473684
168 7.59649122807017 0.425
169 7.6140350877193 0.425
170 7.63157894736842 0.421052631578947
171 7.63157894736842 0.421052631578947
172 7.64912280701754 0.417105263157895
173 7.68421052631579 0.417105263157895
174 7.70175438596491 0.407894736842105
175 9 0.407894736842105
176 9.01754385964912 0.396052631578947
177 9.01754385964912 0.396052631578947
178 9.03508771929824 0.392105263157895
179 9.08771929824561 0.392105263157895
180 9.10526315789474 0.385526315789474
181 9.12280701754386 0.385526315789474
182 9.14035087719298 0.381578947368421
183 9.2280701754386 0.381578947368421
184 9.24561403508772 0.380263157894737
185 9.29824561403509 0.380263157894737
186 9.31578947368421 0.378947368421053
187 9.31578947368421 0.378947368421053
188 9.33333333333333 0.377631578947368
189 9.33333333333333 0.377631578947368
190 9.35087719298246 0.375
191 9.87719298245614 0.375
192 9.89473684210526 0.373684210526316
193 9.89473684210526 0.373684210526316
194 9.91228070175439 0.361842105263158
195 11.1578947368421 0.361842105263158
196 11.1754385964912 0.360526315789474
197 11.1754385964912 0.360526315789474
198 11.1929824561404 0.357894736842105
199 11.2105263157895 0.357894736842105
200 11.2280701754386 0.352631578947368
201 11.2280701754386 0.352631578947368
202 11.2456140350877 0.311842105263158
