"k" "Time" "Sk"
1 0 1
2 0.0175438596491228 1
3 0.0350877192982456 0.998684210526316
4 0.0350877192982456 0.998684210526316
5 0.0526315789473684 0.997368421052632
6 0.684210526315789 0.997368421052632
7 0.701754385964912 0.977631578947368
8 1.70175438596491 0.977631578947368
9 1.71929824561404 0.973684210526316
10 1.71929824561404 0.973684210526316
11 1.73684210526316 0.972368421052632
12 1.73684210526316 0.972368421052632
13 1.75438596491228 0.969736842105263
14 1.75438596491228 0.969736842105263
15 1.7719298245614 0.967105263157895
16 1.7719298245614 0.967105263157895
17 1.78947368421053 0.964473684210526
18 1.78947368421053 0.964473684210526
19 1.80701754385965 0.961842105263158
20 1.80701754385965 0.961842105263158
21 1.82456140350877 0.95921052631579
22 1.82456140350877 0.95921052631579
23 1.84210526315789 0.956578947368421
24 1.84210526315789 0.956578947368421
25 1.85964912280702 0.953947368421053
26 1.85964912280702 0.953947368421053
27 1.87719298245614 0.951315789473684
28 1.87719298245614 0.951315789473684
29 1.89473684210526 0.95
30 1.89473684210526 0.95
31 1.91228070175439 0.948684210526316
32 1.91228070175439 0.948684210526316
33 1.92982456140351 0.946052631578947
34 1.92982456140351 0.946052631578947
35 1.94736842105263 0.942105263157895
36 1.94736842105263 0.942105263157895
37 1.96491228070175 0.94078947368421
38 1.96491228070175 0.94078947368421
39 1.98245614035088 0.938157894736842
40 1.98245614035088 0.938157894736842
41 2 0.935526315789474
42 2 0.935526315789474
43 2.01754385964912 0.932894736842105
44 2.01754385964912 0.932894736842105
45 2.03508771929825 0.930263157894737
46 2.03508771929825 0.930263157894737
47 2.05263157894737 0.928947368421053
48 2.05263157894737 0.928947368421053
49 2.07017543859649 0.926315789473684
50 2.07017543859649 0.926315789473684
51 2.08771929824561 0.925
52 2.08771929824561 0.925
53 2.10526315789474 0.923684210526316
54 3.66666666666667 0.923684210526316
55 3.68421052631579 0.913157894736842
56 3.68421052631579 0.913157894736842
57 3.70175438596491 0.911842105263158
58 3.73684210526316 0.911842105263158
59 3.75438596491228 0.9
60 3.75438596491228 0.9
61 3.7719298245614 0.898684210526316
62 5.35087719298246 0.898684210526316
63 5.36842105263158 0.886842105263158
64 5.36842105263158 0.886842105263158
65 5.3859649122807 0.885526315789474
66 5.73684210526316 0.885526315789474
67 5.75438596491228 0.868421052631579
68 5.75438596491228 0.868421052631579
69 5.7719298245614 0.867105263157895
70 6.59649122807017 0.867105263157895
71 6.6140350877193 0.853947368421053
72 6.6140350877193 0.853947368421053
73 6.63157894736842 0.852631578947368
74 7.6140350877193 0.852631578947368
75 7.63157894736842 0.838157894736842
76 7.63157894736842 0.838157894736842
77 7.64912280701754 0.835526315789474
78 7.64912280701754 0.835526315789474
79 7.66666666666667 0.83421052631579
80 7.66666666666667 0.83421052631579
81 7.68421052631579 0.831578947368421
82 7.71929824561403 0.831578947368421
83 7.73684210526316 0.822368421052632
84 7.8421052631579 0.822368421052632
85 7.85964912280702 0.806578947368421
